plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
4914,"Savage River S.F., Turkey Lodge", old-growth forest,0.21,1,1920,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4915,"Savage River S.F., Turkey Lodge", old-growth forest,0.21,2,1920,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4916,Schacht,Managed,NAC,1,1875,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Age method: Tree rings. Natural, slightly managed",NA,extratropical
4917,Schacht,Managed,NAC,2,1875,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,"Age method: Tree rings. Natural, slightly managed",NA,extratropical
4918,Schanze,PO,NAC,1,1960,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"High deposition area, montypic-even aged stands",NA,extratropical
4919,Schanze,PO,NAC,2,1960,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,"High deposition area, montypic-even aged stands",NA,extratropical
4920,Schobertreuth,PO,NAC,1,1978,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"High deposition area, montypic-even aged stands",NA,extratropical
4921,Schobertreuth,PO,NAC,2,1978,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,"High deposition area, montypic-even aged stands",NA,extratropical
4922,Scio,UM,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,Unmanaged,NA,extratropical
4923,Scituate Watershed D2,Forest recovery following pasture abandonment.72-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4924,Scituate Watershed D2,Forest recovery following pasture abandonment.72-y,NAC,2,1926,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4925,Scituate Watershed D2,Forest recovery following pasture abandonment.72-y,NAC,3,1935,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4926,Scituate Watershed D3,Forest recovery following pasture abandonment.99-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4927,Scituate Watershed D3,Forest recovery following pasture abandonment.99-y,NAC,2,1899,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4928,Scituate Watershed D3,Forest recovery following pasture abandonment.99-y,NAC,3,1913,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4929,Scituate Watershed H3,Less disturbed uncultivated site.103-y,NAC,1,NI,9,Disturbance,Cut,100,%,100,cleared and probably used for grazing but never plowed,NA,extratropical
4930,Scituate Watershed H3,Less disturbed uncultivated site.103-y,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4931,Scituate Watershed H3,Less disturbed uncultivated site.103-y,NAC,3,1895,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees based on the four largest trees at each site from increment cores taken at ~30 cm from the ground surface,NA,extratropical
4932,Scituate Watershed H4,Forest recovery following pasture abandonment.114-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4933,Scituate Watershed H4,Forest recovery following pasture abandonment.114-y,NAC,2,1884,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4934,Scituate Watershed H4,Forest recovery following pasture abandonment.114-y,NAC,3,1895,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4935,Scituate Watershed J1,Forest recovery following pasture abandonment.99-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4936,Scituate Watershed J1,Forest recovery following pasture abandonment.99-y,NAC,2,1899,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4937,Scituate Watershed J1,Forest recovery following pasture abandonment.99-y,NAC,3,1915,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4938,Scituate Watershed J11,Forest recovery following pasture abandonment.23-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4939,Scituate Watershed J11,Forest recovery following pasture abandonment.23-y,NAC,2,1967,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4940,Scituate Watershed J11,Forest recovery following pasture abandonment.23-y,NAC,3,1975,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4941,Scituate Watershed J12,Forest recovery following pasture abandonment.16-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4942,Scituate Watershed J12,Forest recovery following pasture abandonment.16-y,NAC,2,1981,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4943,Scituate Watershed J12,Forest recovery following pasture abandonment.16-y,NAC,3,1982,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4944,Scituate Watershed J2,Forest recovery following pasture abandonment.53-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4945,Scituate Watershed J2,Forest recovery following pasture abandonment.53-y,NAC,2,1945,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4946,Scituate Watershed J2,Forest recovery following pasture abandonment.53-y,NAC,3,1962,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4947,Scituate Watershed J3,Forest recovery following pasture abandonment.47-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4948,Scituate Watershed J3,Forest recovery following pasture abandonment.47-y,NAC,2,1951,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4949,Scituate Watershed J3,Forest recovery following pasture abandonment.47-y,NAC,3,1959,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4950,Scituate Watershed J5,Forest recovery following pasture abandonment.10-y ,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4951,Scituate Watershed J5,Forest recovery following pasture abandonment.10-y ,NAC,2,1986,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4952,Scituate Watershed J5,Forest recovery following pasture abandonment.10-y ,NAC,3,1988,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4953,Scituate Watershed J7,Forest recovery following pasture abandonment.23-y,NAC,1,1850,8,Disturbance,Grazed,40,year,NA,NA,NA,extratropical
4954,Scituate Watershed J7,Forest recovery following pasture abandonment.23-y,NAC,2,1975,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Year of abandonment estimated from aerial photographs,NA,extratropical
4955,Scituate Watershed J7,Forest recovery following pasture abandonment.23-y,NAC,3,1983,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age of oldest trees measured from increment core taken at 12 in. height into pith of largest trees,NA,extratropical
4956,Scituate Watershed P1,Less disturbed uncultivated site.61-y,NAC,1,NI,9,Disturbance,Cut,100,%,100,cleared and probably used for grazing but never plowed,NA,extratropical
4957,Scituate Watershed P1,Less disturbed uncultivated site.61-y,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4958,Shangbaozuo 1,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4959,Shangbaozuo 2,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4960,Shangbaozuo 3,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4961,Shangbaozuo 4,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4962,Shangbaozuo 5,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4963,Shangbaozuo 6,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4964,Shangbaozuo 7,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4965,Sharps Bush,Agathis australis regenerating pole stand,0.4,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4966,Shawan,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4967,Shennongjia,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4968,Shigayama,NI,NAC,1,1678,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
4969,Shigayama,NI,NAC,2,1678,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Age method: Tree rings. No information available,NA,extratropical
4970,"Sichuan Picea, Abies","Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4971,"Sichuan Populus, Betula","Populus, Betula",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4972,Sierra Nevada 1.Musick,UM,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,Unmanaged,NA,extratropical
4973,Sierra Nevada 2.Chiquito,UM,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,Unmanaged,NA,extratropical
4974,Sierra Nevada 3.Fallbrook,UM,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,Unmanaged,NA,extratropical
4975,Siikaneva (NECC),boreal minerotrophic open wetland,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4976,Silas Little Experimental Forest Oak/Pine stand,gypsy moth defoliation,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4977,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4978,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4979,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4980,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4981,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4982,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4983,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4984,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4985,"Site region 5E, site class I/high stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4986,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4987,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4988,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4989,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4990,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4991,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4992,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4993,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4994,"Site region 5E, site class I/low stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4995,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4996,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4997,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4998,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
4999,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
5000,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5001,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
5002,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
5003,"Site region 5E, site class II/high stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5004,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
5005,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,2,1949,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
5006,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.20y,NAC,3,1949,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5007,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
5008,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,2,1939,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
5009,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.30y,NAC,3,1939,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5010,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
5011,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,2,1904,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
5012,"Site region 5E, site class II/low stocking class",Forest recovery following clear cut.65y,NAC,3,1904,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5013,Skogaby,planted heathland,NAC,1,1913,8,Regrowth,Planted,NA,NA,NA,Planted heathland in 1913,NA,extratropical
5014,Skogaby,planted heathland,NAC,2,1964,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Planted heathland in 1913,NA,extratropical
5015,Skukuza,semi-arid savanna,NAC,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,extratropical
5016,Sky Oaks chaparral old,UM unburned since 1901,NAC,1,1901,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
5017,Sky Oaks chaparral old,UM unburned since 1901,NAC,2,1901,8,No.disturbance,No disturbance,NA,NA,NA,The last fire at this site was in 1901 (Luo et al 2007),NA,extratropical
5018,Sky Oaks chaparral young,Managed.controlled burn,NAC,1,1993,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA,extratropical
5019,Sky Oaks chaparral young,Managed.controlled burn,NAC,2,1993,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA,extratropical
5020,Sky Oaks chaparral young,Managed.controlled burn,NAC,3,1993,8,Disturbance,Burned,NA,NA,NAC,Luyssaert: burned 15 years ago; but follow AmeriFlux website data,NA,extratropical
5021,Skyttorp1,"Managed, RD",NAC,1,2002,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
5022,Skyttorp1,"Managed, RD",NAC,2,2002,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
