plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
2716,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1975
2717,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1976
2718,Toa Baja experiment station,Casuarina equisetifolia,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1977
2719,Toa Baja experiment station,Eucalyptus robusta,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1978
2720,Toa Baja experiment station,Leucaena leucocephala,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1979
2721,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1980
2722,Toa Baja experiment station,Casuarina + Leucaena,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1981
2723,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1982
2724,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1983
2725,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1984
2726,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1985
2727,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1986
2728,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1987
2729,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Grazed,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1988
2730,Toa Baja experiment station,Casuarina equisetifolia,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1989
2731,Toa Baja experiment station,Eucalyptus robusta,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1990
2732,Toa Baja experiment station,Leucaena leucocephala,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1991
2733,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1992
2734,Toa Baja experiment station,Casuarina + Leucaena,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1993
2735,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1994
2736,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1995
2737,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1996
2738,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Except for grazing, agricultural activities had not been undertaken for at least 50y at any site",1997
2739,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1998
2740,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1999
2741,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Burned,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",2000
2742,Toa Baja experiment station,Casuarina equisetifolia,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2001
2743,Toa Baja experiment station,Eucalyptus robusta,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2002
2744,Toa Baja experiment station,Leucaena leucocephala,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2003
2745,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2004
2746,Toa Baja experiment station,Casuarina + Leucaena,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2005
2747,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2006
2748,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2007
2749,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2008
2750,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2009
2751,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2010
2752,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2011
2753,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,1989.09.01,19890901,6,Regrowth,Planted,NA,NA,containerized seedlings 30-60 cm in height. Site preparation for all plantation and control plots consisted of disk harrowing to a depth of about 20 cm. Initial tree spacing within plantations was 1x1 m2,2012
2754,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2254
2755,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2255
2756,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2256
2757,Toa Baja experiment station,Casuarina + Leucaena,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2257
2758,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2258
2759,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2259
2760,Toa Baja experiment station,Casuarina equisetifolia,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2260
2761,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2261
2762,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2262
2763,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2263
2764,Toa Baja experiment station,Eucalyptus robusta,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2264
2765,Toa Baja experiment station,Leucaena leucocephala,0.0768,1989.01.01,19890101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2265
2766,Tono,UM,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2277
2767,Tranquilla,teak plantation,NAC,1979.01.01,19790101,8.5,Regrowth,Planted,NA,NA,"established in 1978-1979. These are small-scale plantations of about 5 ha each, and have received very little management, with only natural thinning and no undergrowth removal",1896
2768,Tranquilla,teak plantation,NAC,1979.01.01,19790101,8.5,Establishment,Establishment of oldest trees,NA,NA,NA,2267
2769,Trocha Union 3,UM upland tropical forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2278
2771,Trocha Union 4,UM upland tropical forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2279
2773,Trocha Union 7,UM upland tropical forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2280
2775,Trocha Union 8,UM upland tropical forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2281
2777,Tucuri,old-growth tropical forest.TUC,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2778,TUVA,Tropical Wet Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
