site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
4412,Ninglang Yunnan 18,NA,NA,NA,NAC,,China,27.23,100.78,2460,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4600,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4413,Ninglang Yunnan 19,NA,NA,NA,NAC,,China,27.67,100.78,2940,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4601,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4414,Ninglang Yunnan 20,NA,NA,NA,NAC,,China,26.8,100.83,2750,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4602,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4415,Ninglang Yunnan 21,NA,NA,NA,NAC,,China,27.02,100.83,2940,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4603,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4416,Ninglang Yunnan 22,NA,NA,NA,NAC,,China,27.17,100.84,2980,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4604,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4417,Ninglang Yunnan 23,NA,NA,NA,NAC,,China,27.23,100.84,2500,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4605,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4418,Ninglang Yunnan 24,NA,NA,NA,NAC,,China,26.73,100.89,3300,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4606,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,290,1,NA,NA,NA
4419,Ninglang Yunnan 25,NA,NA,NA,NAC,,China,26.88,100.89,2720,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4607,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4420,Ninglang Yunnan 26,NA,NA,NA,NAC,,China,27.32,100.9,2570,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4608,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4421,Ninglang Yunnan 27,NA,NA,NA,NAC,,China,27.45,100.9,2580,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4609,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4422,Ninglang Yunnan 28,NA,NA,NA,NAC,,China,26.8,100.95,3300,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4610,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4423,Ninglang Yunnan 29,NA,NA,NA,NAC,,China,26.88,100.95,2800,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4611,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4424,Ninglang Yunnan 30,NA,NA,NA,NAC,,China,27.02,100.95,3080,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4612,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4425,Ninglang Yunnan 31,NA,NA,NA,NAC,,China,27.23,100.96,3220,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4613,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4426,Ninglang Yunnan 32,NA,NA,NA,NAC,,China,26.88,101.01,2900,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4614,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4427,Ninglang Yunnan 33,NA,NA,NA,NAC,,China,26.8,101.07,2120,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4615,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4428,Ningming Guangxi ,NA,NA,NA,NAC,,China,21.85,107.24,440,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4616,1413,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4429,Ningshan Shanxi ,NA,NA,NA,NAC,,China,33.2,108.2,1800,NA,9,NAC,NAC,1100,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4617,442,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4430,Ningwu Shanxi ,NA,NA,NA,NAC,,China,39,112.2,2300,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4618,1414,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4431,Noergai Sichuan 2,NA,NA,NA,NAC,,China,33.5,103.58,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4621,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4432,Noergai Sichuan 3,NA,NA,NA,NAC,,China,33.53,103.59,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4622,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4433,Noergai Sichuan 4,NA,NA,NA,NAC,,China,33.5,103.6,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4623,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4434,north-east Sichuan ,NA,NA,NA,NAC,,China,31.4,103.5,1680,NA,8.6,NAC,NAC,919,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4624,1415,Asia,Cwb,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4435,Nuoergai Sichuan 65,NA,NA,NA,NAC,,China,33.52,103.54,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4690,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4436,Nuoergai Sichuan 66,NA,NA,NA,NAC,,China,33.47,103.56,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4691,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4437,Nuoergai Sichuan 67,NA,NA,NA,NAC,,China,33.52,105.39,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4692,666,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4438,Nuoergai Sichuan 68,NA,NA,NA,NAC,,China,33.52,105.41,3500,NA,6.8,NAC,NAC,728,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4693,666,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4439,Nvcheng Hunan ,NA,NA,NA,NAC,,China,25.75,113.75,1139,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4694,1416,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4440,Nvcheng Hunan 1,NA,NA,NA,NAC,,China,25.5,113.78,510,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4695,1417,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4441,Pingdu Shandong ,NA,NA,NA,NAC,,China,37,120,240,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4696,1418,Asia,Cwa,Temperate continental forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4442,Pingjiang Hunan ,NA,NA,NA,NAC,,China,28.9,113.8,1455,NA,16.8,NAC,NAC,1450,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4697,1419,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4443,Pingjiang Hunan 1,NA,NA,NA,NAC,,China,28.78,114.07,230,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4698,1420,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4444,Pingle Guangxi ,NA,NA,NA,NAC,,China,24.3,110.76,311,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4699,1402,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4445,Pingnan Fujian ,NA,NA,NA,NAC,,China,26.9,118.8,950,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4700,420,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4446,Pingnan Guangxi ,NA,NA,NA,NAC,,China,23.87,110.18,734,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4701,1369,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4447,Pingquan Hebei ,NA,NA,NA,NAC,,China,41,118.6,982,NA,9.3,NAC,NAC,540,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4702,1421,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4448,Pingtang Guizhou ,NA,NA,NA,NAC,,China,26.02,107.13,1090,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4703,1422,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4449,Pingtang Guizhou 1,NA,NA,NA,NAC,,China,25.72,107.2,860,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4704,1321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4450,Pingtang Guizhou 2,NA,NA,NA,NAC,,China,25.83,107.32,750,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4705,1321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4451,Pingyi Shandong ,NA,NA,NA,NAC,,China,35.5,117.9,800,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4706,1403,Asia,Cwa,Temperate continental forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4452,Pucheng Fujian ,NA,NA,NA,NAC,,China,28,118.3,800,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4707,1423,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4453,Pucheng Fujian 1,NA,NA,NA,NAC,,China,27.5,118.4,600,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4708,1424,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4454,Pucheng Fujian 2,NA,NA,NA,NAC,,China,27.6,118.5,571,NA,18,NAC,NAC,2200,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4709,1424,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4455,Pucheng Fujian 3,NA,NA,NA,NAC,,China,27.9,118.5,700,NA,18,NAC,NAC,2200,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4710,1423,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4456,Pucheng Fujian 4,NA,NA,NA,NAC,,China,28,118.5,600,NA,18,NAC,NAC,2200,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4711,1423,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4457,Puer Yunan ,NA,NA,NA,NAC,,China,23.12,100.51,900,NA,15.5,NAC,NAC,1400,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4712,1425,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4458,Qidong Hunan ,NA,NA,NA,NAC,,China,26.87,109.63,270,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4713,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4459,Qinghou Liaoning ,NA,NA,NA,NAC,,China,41.9,125.1,400,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4714,999,Asia,Dwa,Temperate continental forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4460,Qinglong Hebei ,NA,NA,NA,NAC,,China,40.5,118.7,1167,NA,9.3,NAC,NAC,540,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4715,1426,Asia,Dwa,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4461,Qinglong Hebei 1,NA,NA,NA,NAC,,China,40.4,118.9,350,NA,9.3,NAC,NAC,540,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4716,1426,Asia,Dwa,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4462,Qingzhen Guizhou ,NA,NA,NA,NAC,,China,26.88,106.38,1217,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4717,1427,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4463,Qingzhen Guizhou 1,NA,NA,NA,NAC,,China,26.5,106.4,1210,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4718,1428,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4464,Qinling mountains Shanxi 2,NA,NA,NA,NAC,,China,33.5,108,1610,NA,13.2,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4719,159,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4465,Qinyuan Shanxi ,NA,NA,NA,NAC,,China,36.5,112.3,1810,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4720,437,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4466,Qinzhou Guangxi ,NA,NA,NA,NAC,,China,21.7,108.5,20,NA,21.5,NAC,NAC,1700,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4721,1322,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4467,Qinzhou Guangxi 1,NA,NA,NA,NAC,,China,21.9,108.5,15,NA,21.5,NAC,NAC,1700,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4722,1322,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4468,Qisha Guangxi ,NA,NA,NA,NAC,,China,21.7,108.4,10,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4723,1322,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4469,Qisha Guangxi 1,NA,NA,NA,NAC,,China,21.8,108.4,10,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4724,1322,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4470,Quanzhou Guangxi ,NA,NA,NA,NAC,,China,25.6,110.94,1256,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4725,1429,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4471,Quanzhou Guangxi 1,NA,NA,NA,NAC,,China,26.25,110.94,1050,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4726,1430,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4472,Quanzhou Guangxi 2,NA,NA,NA,NAC,,China,26.32,111,1102,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4727,1430,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4473,Renao Jilin ,NA,NA,NA,NAC,,China,41.4,126,730,NA,7.5,NAC,NAC,881,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4728,1431,Asia,Dwb,Temperate continental forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4474,Renhuai Guizhou ,NA,NA,NA,NAC,,China,27.7,106.31,1020,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4729,1432,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4475,Renhuai Guizhou 1,NA,NA,NA,NAC,,China,27.75,106.39,880,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4730,1432,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4476,Rongan Guangxi ,NA,NA,NA,NAC,,China,25.1,109.63,700,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4731,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4477,Rongan Guangxi 1,NA,NA,NA,NAC,,China,25.3,109.69,360,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4732,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4478,Rongan Guangxi 2,NA,NA,NA,NAC,,China,25.45,109.75,585,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4733,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4479,Rongjiang Guizhou ,NA,NA,NA,NAC,,China,25.77,108.13,851,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4734,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4480,Rongjiang Guizhou 1,NA,NA,NA,NAC,,China,25.8,108.13,757,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4735,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4481,Rongjiang Guizhou 2,NA,NA,NA,NAC,,China,25.73,108.17,600,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4736,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4482,Rongjiang Guizhou 3,NA,NA,NA,NAC,,China,25.77,108.17,610,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4737,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4483,Rongjiang Guizhou 4,NA,NA,NA,NAC,,China,25.83,108.21,612,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4738,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4484,Rongjiang Guizhou 5,NA,NA,NA,NAC,,China,25.8,108.29,501,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4739,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4485,Rongjiang Guizhou 6,NA,NA,NA,NAC,,China,25.98,108.32,645,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4740,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4486,Rongjiang Guizhou 7,NA,NA,NA,NAC,,China,26.3,108.32,980,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4741,321,Asia,Cfa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
